source,text_data,sentiment
Business Insider,"A congressman tried to get the governors of Michigan and Illinois to run against Biden in the Democratic primary, but they simply ignored his calls Kevin Dietsch/Getty Images; Joshua Lott/Getty Images
<ul>
<li>Rep. Dean Phillips recently announced he's running against Biden in the Democratic primary.</li>
<li>He told Puck News he called Gov. Gr… [+2721 The 54-year-old representative has expressed concern that the nation's 80-year-old president isn't fit for another term in office due to his age.",0
Business Insider,"Biden is pouring $16 billion into making Amtrak trains faster, easier to get to, and more accessible U.S. President Joe Biden arrives to speak at the Baltimore and Potomac (B&P) Tunnel North Portal on January 30, 2023 in Baltimore, Maryland.Drew Angerer/Getty Images
Biden is pouring $16.4 b… [+4487 Projects receiving funding include a new tunnel in Baltimore, running Metro-North service through New York's Penn Station, and replacing a bridge in Connecticut.",0
Business Insider,"Efforts to form a new union have surged 58% since Biden became president, federal officials say Starbucks union members join Screen Actors Guild - American Federation of Television and Radio Artists (SAG-AFTRA) and Writers Guild of America (WGA) union members on the picket line.Katie McTiernan/… [+2632 The National Labor Relations Board said it fielded more than 2,500 union representation petitions in the last 12 months.",0
Business Insider,"Israel's bombing of a refugee camp could be a turning point. Even its closest allies are expressing concern. The aftermath of an Israeli strike on the Jabalia refugee camp in Gaza.REUTERS
Following Hamas's Oct. 7 massacre, President Joe Biden pledged US support for Israel.But US officials … [+5910 The scale of Israel's vengeance on Hamas in Gaza is taking such a huge civilian toll that even Israel's closest allies are now calling for restraint.",0
Business Insider,"Can hydrogen be green? The debate heats up as the White House pours $7 billion into hydrogen hubs Storage tanks at China's first first solar-powered green hydrogen pilot project in Xinjiang.VCG
Hydrogen has the potential to be a climate solution, but right now it's a dirty business.</li>… [+4672 Hydrogen energy could help the climate crisis. President Biden is pouring up to $7 billion into hydrogen hubs around the country. The goal is to spur production of ""clean"" hydrogen.",0
Business Insider,"A tumultuous withdrawal from Afghanistan gave independents a reason to ditch Biden. The conflict in Israel and Gaza could do the same thing for Democrats. President Joe Biden speaks to the press aboard Air Force One during a refueling stop at Ramstein Air Base on October 18, 2023 as he returns from a visit to Israel.BRENDAN SMIALOWSKI/AFP via Getty Ima… [+4568 A YouGov poll found that Democrats were slightly more likely than Republicans and Independents to sympathize with Palestinians than Israelis.",0
Business Insider,"How US tax dollars have supported Israel and its military for 75 years — and what's next for American aid US President Joe Biden, joined by Secretary of State Antony Blinken, delivers remarks on the Hamas terrorist attacks in Israel in the State Dining Room of the White House October 10, 2023.Drew Angere… [+5210 Since World War II, the US government has provided more aid to Israel than it has to any other foreign country.",0
Business Insider,"The US debt mountain is growing so fast the government could soon be spending more on interest payments than on defense US President Joe Biden met with Israeli Prime Minister Benjamin Netanyahu in Tel Aviv this week.Miriam Alster/Pool Photo via AP
<ul>
<li>The US's mountain of debt has become a cause of concern for i… [+2679 The US's ballooning debt burden could eventually chip away at the demand for Treasury bonds, according to Capital Group.",0
Business Insider,"Student-loan borrowers could take legal action against their servicers or the Biden administration if repayment mistakes aren't fully fixed, a new federal memo says President Joe Biden and Education Secretary Miguel Cardona (L).Demetrius Freeman/The Washington Post via Getty Images
The Education Department released a memo detailing mistakes it found stu… [+4068 An internal memo from Federal Student Aid said that if repayment mistakes for student-loan borrowers aren't remedied, lawsuits could arise.",0
Business Insider,"A temporary pay bump for federal firefighters is slated to end in November, raising fears that up to 50% of the workforce could quit as the country faces more extreme wildfires Firefighters battle the Mosquito Fire burning on Michigan Bluff Road in unincorporated Placer County, Calif., on September 7, 2022.AP Photo/Noah Berger, File
Federal wildland firefighters co… [+2938 Per the US Department of Agriculture, the entry-level salary for a federal wildland firefighter is roughly $34,000, absent the temporary pay increase.",0
Business Insider,"The US can afford to give money to both Israel and Ukraine since its economy is doing 'extremely well,' Janet Yellen says U.S. Treasury Secretary Janet Yellen.Drew Angerer/Getty Images
<ul>
<li>Treasury Secretary Janet Yellen said the US can afford to support both Israel and Ukraine.</li>
<li>Last month, Congress let a… [+3020 Treasury Secretary  Janet Yellen said the US can ""certainly"" afford to aid Israel and Ukraine in their wars against Hamas and Russia, respectively.",0
Business Insider,"Trump vows to strip student visas from 'anti-Semitic foreigners' at US colleges if he wins the 2024 election Republican presidential candidate former President Donald Trump speaks to guests during a campaign event at the Dallas County Fairgrounds on October 16, 2023 in Adel, Iowa. Scott Olson/Getty Images
… [+3782 As the war between Israel and Hamas continues, Trump and DeSantis said they would ban Gaza refugees from entering the US if they become president.",0
Business Insider,"Adam Kinzinger says he's worried about the 2024 presidential election because Trump 'learned where the weaknesses are in the system' from his 2020 election challenges Former Rep. Adam Kinzinger.Tom Williams/CQ-Roll Call, Inc via Getty Images
Adam Kinzinger, speaking on The Bulwark podcast, said ex-President Trump can win in 2024.""This one, I worr… [+2253 ""They intentionally tested the system but accidentally tested the weak points in 2020,"" Kinzinger said of the former president and his allies.",0
Business Insider,"Clarence Thomas ruled against student debt relief. Now a Senate panel alleges his healthcare exec pal forgave his $267,230 loan. Supreme Court Justice Clarence Thomas.Saul Loeb/AFP via Getty Images
<ul>
<li>A Senate committee found that Clarence Thomas had a substantial loan forgiven by a wealthy friend in 2008.</li>
<li>Thom… [+2034 A wealthy healthcare executive loaned Clarence Thomas a significant amount of money that Thomas used to purchase a luxury RV, a Senate panel found.",0
Business Insider,"The making of Biden's new student-loan forgiveness plan is underway — but next year's election could derail it President Joe Biden (L) and former President Donald Trump.ANDREW CABALLERO-REYNOLDS/AFP via Getty Images, Alon Skuy/Getty Images
<ul>
<li>Biden's new student-debt relief plan might not be implemente… [+4607 If the education secretary does not implement the new student-debt relief plan early, borrowers would not see loan forgiveness until July 2025.",0
Business Insider,"Donor fatigue has come for Ukraine Ukraine President Volodymyr Zelenskyy.Getty Images
Ukrainian officials say donor fatigue is now impacting their war effort.They said the conflict between Israel and Hamas could also… [+2339 Ukraine officials say these days it's taking 'twice the effort' to find support for the war effort and that the Israel-Hamas conflict and infighting among US lawmakers isn't helping.",0
Business Insider,"US oil production just hit an all-time high. 'Millions of people will die,' if this trend continues, a Stanford climate scientist said. Oil is still widely used as an energy source, despite international efforts to reduce usage.Getty Images
<ul>
<li>US oil production reached an all-time high last week at 13.2 million barrels per day… [+5379 Global carbon emissions are on track to rise through 2050, which could add a trillion more tons of CO2 to the atmosphere and threaten millions of lives.",0
Business Insider,"Biden's Education Department reveals the 4 groups of student-loan borrowers it's prioritizing for its second attempt at debt relief US President Joe Biden.BRENDAN SMIALOWSKI/AFP via Getty Images
The Education Department released the draft text of its second attempt at student-debt relief.It identified four group… [+4515 The Education Department is moving forward with its second attempt at student-loan forgiveness. It'll be more narrow than the first time around.",0
